h_1171,theta_1171,h_1170,theta_1170,h_1168,theta_1168,h_1133,theta_1133
,,,,,,320.95,0.104217435
,,,,,,322.3,0.104178893
,,,,,,323.6,0.104178893
,,,,,,324.85,0.104063267
,,,,,,326.25,0.104101809
,,,,,,327.7,0.104024725
,,,,,,329,0.103947641
,,,,,,330.45,0.103909099
,,,,,,331.9,0.103870557
,,,,,,333.3,0.103832015
,,,,,,334.75,0.103754931
,,,,,,336.25,0.103677847
,,,,,,337.55,0.103600764
,,,,,,339.1,0.103600764
,,,,,,340.55,0.103562222
,,,,,,342,0.103485138
,,,,,,343.6,0.103446596
,,,,,,345.2,0.103369512
,,,,,,346.8,0.10333097
,,,,,,348.45,0.10333097
,,,,,,350.1,0.103292428
,,,,,,351.75,0.103176802
,,,,,,353.5,0.10313826
,,,,,,355.1,0.103099718
,,,,,,356.95,0.103061176
,,,,,,358.65,0.103061176
,,,,,,360.45,0.103022634
,,,,,,362.25,0.10294555
,,,,,,363.9,0.102907008
,,,,,,365.75,0.102829925
,,,,,,367.35,0.102791383
,,,,,,369.25,0.102752841
,,,,,,371.1,0.102714299
,,,,,,372.95,0.102598673
,,,,,,374.7,0.102598673
,,,,,,376.4,0.102560131
,,,,,,378.15,0.102560131
,,,,,,380,0.102521589
,,,,,,381.85,0.102483047
,,,,,,383.8,0.102444505
,,,,,,385.75,0.102444505
,,,,,,387.35,0.102367421
,,,,,,389.1,0.102328879
,,,,,,391,0.102251795
,,,,,,392.65,0.102290337
,,,,,,394.3,0.102213253
,,,,,,396.3,0.102136169
,,,,,,398.2,0.102097627
,,,,,,400.1,0.102020544
,,,,,,402.2,0.102020544
,,,,,,403.35,0.10194346
,,,,,,405.35,0.101904918
,,,,,,406.95,0.101904918
,,,,,,408.45,0.101827834
,,,,,,409.9,0.101789292
,,,,,,410.85,0.101789292
,,,,,,412,0.10175075
,,,,,,413.3,0.101596582
,,,,,,414.75,0.10155804
,,,,,,415.65,0.101519498
,,,,,,417.1,0.101442414
,,,,,,418.6,0.101442414
,,,,,,420.2,0.101403872
,,,,,,421.25,0.101326788
,,,,,,422.95,0.101288247
,,,,,,423.95,0.101211163
,,,,,,426.05,0.101172621
,,,,,,427.15,0.101172621
,,,,,,428,0.101134079
,,,,,,429.8,0.101095537
,,,,,,431.95,0.101018453
,,,,,,433.15,0.100941369
,,,,,,434.4,0.100902827
,,,,,,434.85,0.100941369
,,,,,,436.15,0.100825743
,,,,,,437.5,0.100825743
,,,,,,434.5,0.100748659
